#TYPE System.Diagnostics.EventLogEntry#OAlerts/Microsoft Office 16 Alerts/300
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"300","HEND001B-M02.tntech.edu","System.Byte[]","54","(0)","0","Information","Microsoft Outlook
We can't save your rule yet because a value is missing. To set it, click the underlined text in the rule description area.
P1: 301362
P2: 16.0.4717.1000
P3: aldbzP4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/18/2018 8:11:30 PM","8/18/2018 8:11:30 PM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","53","(0)","0","Information","Microsoft Excel
Want to save your changes to '08172018-Multiple.csv'?
P1: 100216
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/17/2018 2:56:40 PM","8/17/2018 2:56:40 PM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","52","(0)","0","Information","Microsoft Excel
Want to save your changes to '08172018-Multiple.csv'?
P1: 100216
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/17/2018 2:51:27 PM","8/17/2018 2:51:27 PM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","51","(0)","0","Information","Microsoft Excel
Some features in your workbook might be lost if you save it as CSV (Comma delimited).

Do you want to keep using that format?
P1: 100318
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/17/2018 2:51:21 PM","8/17/2018 2:51:21 PM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","50","(0)","0","Information","Microsoft Excel
Want to save your changes to '08162018-PENN128-D01.csv'?
P1: 100216
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/16/2018 10:42:47 AM","8/16/2018 10:42:47 AM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","49","(0)","0","Information","Microsoft Excel
Want to save your changes to '08162018-MATT312-D01.csv'?
P1: 100216
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/16/2018 10:40:43 AM","8/16/2018 10:40:43 AM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","48","(0)","0","Information","Microsoft Excel
Some features in your workbook might be lost if you save it as CSV (Comma delimited).

Do you want to keep using that format?
P1: 100318
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/16/2018 10:38:52 AM","8/16/2018 10:38:52 AM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","47","(0)","0","Information","Microsoft Excel
Want to save your changes to '08162018-PENN128-D01.csv'?
P1: 100216
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/16/2018 10:38:49 AM","8/16/2018 10:38:49 AM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","46","(0)","0","Information","Microsoft Excel
Some features in your workbook might be lost if you save it as CSV (Comma delimited).

Do you want to keep using that format?
P1: 100318
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/16/2018 10:38:43 AM","8/16/2018 10:38:43 AM",,,
"300","HEND001B-M02.tntech.edu","System.Byte[]","45","(0)","0","Information","Microsoft Excel
Some features in your workbook might be lost if you save it as CSV (Comma delimited).

Do you want to keep using that format?
P1: 100318
P2: 16.0.4717.1000
P3: 
P4: 
","Microsoft Office 16 Alerts","System.String[]","300","8/16/2018 10:38:22 AM","8/16/2018 10:38:22 AM",,,
