#TYPE System.Diagnostics.EventLogEntry#SysPerf/perf/2
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"9","Area51","System.Byte[]","11912","(1)","1","Information","
name                     vendor    version
----                     ------    -------
Alienware Control Center Alienware 0.9.48 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11911","(1)","1","Information","
name                          vendor                                          version  
----                          ------                                          -------  
Metasploit-framework v4.16.57 ""Rapid7 Release Engineering <r7_re@rapid7.com>"" 4.16.57.1


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11910","(1)","1","Information","
name                    vendor                     version     
----                    ------                     -------     
Adobe Acrobat Reader DC Adobe Systems Incorporated 18.011.20055


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11909","(1)","1","Information","
name    vendor     version
----    ------     -------
AirPort Apple Inc. 5.6.1.2


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11908","(1)","1","Information","
name                             vendor                version     
----                             ------                -------     
Microsoft Visual C++ Build Tools Microsoft Corporation 14.0.25420.1


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11907","(1)","1","Information","
name                                      vendor                version     
----                                      ------                -------     
Microsoft Visual C++ 2005 Redistributable Microsoft Corporation 8.0.50727.42


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11906","(1)","1","Information","
name                  vendor     version
----                  ------     -------
Apple Software Update Apple Inc. 2.6.0.1


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11905","(1)","1","Information","
name                                                           vendor                version       
----                                                           ------                -------       
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161 Microsoft Corporation 9.0.30729.6161


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11904","(1)","1","Information","
name                vendor           version  
----                ------           -------  
Epic Games Launcher Epic Games, Inc. 1.1.151.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11903","(1)","1","Information","
name                                          vendor                version  
----                                          ------                -------  
Microsoft .NET Framework 4.7.2 Targeting Pack Microsoft Corporation 4.7.03056


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11902","(1)","1","Information","
name               vendor  version   
----               ------  -------   
Acronis True Image Acronis 22.5.12510


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11901","(1)","1","Information","
name               vendor  version   
----               ------  -------   
Acronis True Image Acronis 22.5.12510


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11900","(1)","1","Information","
name                       vendor          version    
----                       ------          -------    
STAR WARS? Battlefront? II Electronic Arts 1.1.6.56482


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11899","(1)","1","Information","
name            vendor                     version   
----            ------                     -------   
Python Launcher Python Software Foundation 3.6.6295.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11898","(1)","1","Information","
name                                                         vendor                version     
----                                                         ------                -------     
Windows Mobile Connectivity Tools 10.0.15254.0 - Desktop x86 Microsoft Corporation 10.1.15254.1


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11897","(1)","1","Information","
name                                                          vendor                version      
----                                                          ------                -------      
Microsoft Visual C++ 2017 Redistributable (x64) - 14.13.26020 Microsoft Corporation 14.13.26020.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11896","(1)","1","Information","
name                                      vendor                version  
----                                      ------                -------  
Microsoft Visual C++ 2005 Redistributable Microsoft Corporation 8.0.56336


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11895","(1)","1","Information","
name       vendor        version 
----       ------        ------- 
inSSIDer 4 MetaGeek, LLC 4.2.2.16


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11894","(1)","1","Information","
name                                            vendor            version       
----                                            ------            -------       
Intel(R) Dynamic Platform and Thermal Framework Intel Corporation 8.3.10207.5567


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11893","(1)","1","Information","
name               vendor   version    
----               ------   -------    
Tobii Eye Tracking Tobii AB 2.13.3.7443


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11892","(1)","1","Information","
name                                                     vendor                version      
----                                                     ------                -------      
Windows Software Development Kit - Windows 10.0.16299.15 Microsoft Corporation 10.1.16299.15


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11891","(1)","1","Information","
name     vendor          version
----     ------          -------
Crysis 2 Electronic Arts 1.9.0.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11890","(1)","1","Information","
name                                                     vendor                version      
----                                                     ------                -------      
Windows Software Development Kit - Windows 10.0.17134.12 Microsoft Corporation 10.1.17134.12


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11889","(1)","1","Information","
name                                                          vendor                version      
----                                                          ------                -------      
Microsoft Visual C++ 2017 Redistributable (x86) - 14.13.26020 Microsoft Corporation 14.13.26020.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11888","(1)","1","Information","
name         vendor                version
----         ------                -------
Titanfall? 2 Electronic Arts, Inc. 1.0.1.3


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11887","(1)","1","Information","
name                  vendor version
----                  ------ -------
SLADE version 3.1.1.5        3.1.1.5


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11886","(1)","1","Information","
name              vendor                version 
----              ------                ------- 
Windows SDK AddOn Microsoft Corporation 10.1.0.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11885","(1)","1","Information","
name                                                         vendor                version     
----                                                         ------                -------     
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030 Microsoft Corporation 11.0.61030.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11884","(1)","1","Information","
name           vendor          version     
----           ------          -------     
Battlefield? 1 Electronic Arts 1.0.55.31997


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11883","(1)","1","Information","
name         vendor                     version 
----         ------                     ------- 
Python 2.7.1 Python Software Foundation 2.7.1150


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11882","(1)","1","Information","
name vendor           version
---- ------           -------
Meld The Meld project 3.18.1 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11881","(1)","1","Information","
name                               vendor                version  
----                               ------                -------  
Microsoft .NET Framework 4.7.2 SDK Microsoft Corporation 4.7.03056


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11880","(1)","1","Information","
name                                                         vendor                version     
----                                                         ------                -------     
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.50727 Microsoft Corporation 11.0.50727.1


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11879","(1)","1","Information","
name                                 vendor    version
----                                 ------    -------
Alienware Control Center for AlienFX Alienware 0.9.48 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11878","(1)","1","Information","
name                         vendor            version 
----                         ------            ------- 
Intel Extreme Tuning Utility Intel Corporation 6.4.1.23


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11877","(1)","1","Information","
name      vendor version
----      ------ -------
Minecraft Mojang 1.0.3.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11876","(1)","1","Information","
name                     vendor    version
----                     ------    -------
Alienware Headset Center Alienware 1.0.16 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11875","(1)","1","Information","
name                                                         vendor                version     
----                                                         ------                -------     
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.50727 Microsoft Corporation 11.0.50727.1


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11874","(1)","1","Information","
name                                                         vendor                version     
----                                                         ------                -------     
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501 Microsoft Corporation 12.0.30501.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11873","(1)","1","Information","
name                                   vendor       version  
----                                   ------       -------  
SlimDX Runtime .NET 2.0 (January 2012) SlimDX Group 2.0.13.43


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11872","(1)","1","Information","
name           vendor         version 
----           ------         ------- 
Xming 6.9.0.31 Colin Harrison 6.9.0.31


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11871","(1)","1","Information","
name                              vendor    version
----                              ------    -------
x86_64-8.1.0-win32-seh-rt_v6-rev0 MinGW-W64        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11870","(1)","1","Information","
name                   vendor                                                       version
----                   ------                                                       -------
Wireshark 2.6.0 64-bit The Wireshark developer community, https://www.wireshark.org 2.6.0  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11869","(1)","1","Information","
name                           vendor                  version
----                           ------                  -------
WinX DVD Ripper Platinum 8.8.0 Digiarty Software, Inc.        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11868","(1)","1","Information","
name          vendor                    version   
----          ------                    -------   
WinPcap 4.1.3 Riverbed Technology, Inc. 4.1.0.2980


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11867","(1)","1","Information","
name               vendor               version
----               ------               -------
Warzone 2100-3.2.3 Warzone 2100 Project 3.2.3  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11866","(1)","1","Information","
name             vendor   version
----             ------   -------
VLC media player VideoLAN 3.0.3  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11865","(1)","1","Information","
name  vendor  version
----  ------  -------
Uplay Ubisoft 27.0   


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11864","(1)","1","Information","
name                         vendor        version
----                         ------        -------
Heaven Benchmark version 4.0 Unigine Corp. 4.0    


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11863","(1)","1","Information","
name                           vendor         version
----                           ------         -------
TunesKit M4V Converter 4.0.0.3 TunesKit, Inc.        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11862","(1)","1","Information","
name                           vendor         version
----                           ------         -------
TunesKit for Windows 2.8.9.168 TunesKit, Inc.        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11861","(1)","1","Information","
name                              vendor         version
----                              ------         -------
TunesKit Audio Converter 2.1.7.26 TunesKit, Inc.        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11860","(1)","1","Information","
name                 vendor       version
----                 ------       -------
TreeSize Free V4.1.2 JAM Software 4.1.2  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11859","(1)","1","Information","
name              vendor      version
----              ------      -------
TechPowerUp GPU-Z TechPowerUp        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11858","(1)","1","Information","
name          vendor     version  
----          ------     -------  
TeamViewer 13 TeamViewer 13.1.3629


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11857","(1)","1","Information","
name    vendor version 
----    ------ ------- 
TDM-GCC TDM    1.1309.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11856","(1)","1","Information","
name  vendor            version   
----  ------            -------   
Steam Valve Corporation 2.10.91.91


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11855","(1)","1","Information","
name         vendor                 version
----         ------                 -------
StarCraft II Blizzard Entertainment        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11854","(1)","1","Information","
name      vendor                 version
----      ------                 -------
StarCraft Blizzard Entertainment        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11853","(1)","1","Information","
name                  vendor         version
----                  ------         -------
SonicWall NetExtender SonicWall Inc. 8.6.263


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11852","(1)","1","Information","
name                              vendor   version
----                              ------   -------
RivaTuner Statistics Server 7.0.2 Unwinder 7.0.2  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11851","(1)","1","Information","
name    vendor  version
----    ------  -------
RStudio RStudio 1.1.447


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11850","(1)","1","Information","
name      vendor    version  
----      ------    -------  
Rainmeter Rainmeter 4.2 r3111


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11849","(1)","1","Information","
name        vendor version
----        ------ -------
qutebrowser               


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11848","(1)","1","Information","
name                vendor             version
----                ------             -------
PunkBuster Services Even Balance, Inc. 0.986  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11847","(1)","1","Information","
name      vendor                 version
----      ------                 -------
Overwatch Blizzard Entertainment        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11846","(1)","1","Information","
name   vendor                version     
----   ------                -------     
Origin Electronic Arts, Inc. 10.5.22.1331


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11845","(1)","1","Information","
name   vendor version
----   ------ -------
OpenAL               


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11844","(1)","1","Information","
name       vendor      version
----       ------      -------
OBS Studio OBS Project 21.1.0 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11843","(1)","1","Information","
name          vendor       version
----          ------       -------
Npcap 0.99-r2 Nmap Project 0.99-r2


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11842","(1)","1","Information","
name      vendor       version
----      ------       -------
Nmap 7.70 Nmap Project 7.70   


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11841","(1)","1","Information","
name              vendor          version
----              ------          -------
League of Legends Riot Games, Inc 1.0    


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11840","(1)","1","Information","
name                     vendor    version 
----                     ------    ------- 
Alienware Command Center Dell Inc. 4.7.10.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11839","(1)","1","Information","
name                vendor     version
----                ------     -------
IL Download Manager Image-Line        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11838","(1)","1","Information","
name                vendor                 version
----                ------                 -------
Heroes of the Storm Blizzard Entertainment        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11837","(1)","1","Information","
name            vendor version
----            ------ -------
HandBrake 1.1.0        1.1.0  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11836","(1)","1","Information","
name            vendor              version
----            ------              -------
Gpg4win (3.1.2) The Gpg4win Project 3.1.2  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11835","(1)","1","Information","
name          vendor      version     
----          ------      -------     
Google Chrome Google Inc. 67.0.3396.99


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11834","(1)","1","Information","
name              vendor            version
----              ------            -------
GNU Privacy Guard The GnuPG Project 2.2.8  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11833","(1)","1","Information","
name           vendor     version
----           ------     -------
FL Studio ASIO Image-Line        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11832","(1)","1","Information","
name         vendor     version
----         ------     -------
FL Studio 12 Image-Line        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11831","(1)","1","Information","
name             vendor  version
----             ------  -------
Doom Builder 2.1 CodeImp        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11830","(1)","1","Information","
name      vendor                 version
----      ------                 -------
Destiny 2 Blizzard Entertainment        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11829","(1)","1","Information","
name           vendor          version
----           ------          -------
Crysis Wars(R) Electronic Arts        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11828","(1)","1","Information","
name    vendor  version
----    ------  -------
CloneCD SlySoft 5.3.4.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11827","(1)","1","Information","
name       vendor                 version
----       ------                 -------
Battle.net Blizzard Entertainment        


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11826","(1)","1","Information","
name     vendor          version
----     ------          -------
ASIO4ALL Michael Tippach 2.14   


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11825","(1)","1","Information","
name    vendor      version
----    ------      -------
Arduino Arduino LLC 1.8.5  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11824","(1)","1","Information","
name                  vendor       version
----                  ------       -------
MSI Afterburner 4.4.2 MSI Co., LTD 4.4.2  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11823","(1)","1","Information","
name                    vendor  version
----                    ------  -------
Acronis Revive 2017 1.2 Acronis 1.2.479


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11822","(1)","1","Information","
name                         vendor                version        
----                         ------                -------        
Visual Studio Community 2017 Microsoft Corporation 15.7.27703.2035


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11821","(1)","1","Information","
name    vendor      version
----    ------      -------
Airtame Airtame ApS 3.2.2  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11820","(1)","1","Information","
name    vendor             version
----    ------             -------
Node.js Node.js Foundation 8.11.1 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11819","(1)","1","Information","
name                        vendor                         version   
----                        ------                         -------   
ACDSee Ultimate 10 (64-bit) ACD Systems International Inc. 10.4.0.912


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11818","(1)","1","Information","
name            vendor            version  
----            ------            -------  
DaVinci Resolve Blackmagic Design 15.0.0032


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11817","(1)","1","Information","
name                                           vendor                version     
----                                           ------                -------     
Microsoft System CLR Types for SQL Server 2017 Microsoft Corporation 14.0.3006.16


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11816","(1)","1","Information","
name              vendor             version 
----              ------             ------- 
Eraser 6.2.0.2982 The Eraser Project 6.2.2982


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11815","(1)","1","Information","
name                                    vendor    version
----                                    ------    -------
Alienware Gaming Monitor AlienFX Driver Dell Inc. 3.1.0.3


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11814","(1)","1","Information","
name                 vendor                version
----                 ------                -------
PowerShell-6.0.2-x64 Microsoft Corporation 6.0.2.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11813","(1)","1","Information","
name                               vendor     version
----                               ------     -------
Apple Application Support (64-bit) Apple Inc. 6.6    


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11812","(1)","1","Information","
name        vendor    version
----        ------    -------
AirParrot 2 Squirrels 2.7.5.0


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11811","(1)","1","Information","
name                        vendor     version  
----                        ------     -------  
Apple Mobile Device Support Apple Inc. 11.4.1.46


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11810","(1)","1","Information","
name  vendor        version
----  ------        -------
Tiled mapeditor.org 1.1.5  


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11809","(1)","1","Information","
name                                     vendor         version 
----                                     ------         ------- 
Killer Ethernet Performance Driver Suite Rivet Networks 1.4.1494


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11808","(1)","1","Information","
name                            vendor             version 
----                            ------             ------- 
NVIDIA HD Audio Driver 1.3.37.4 NVIDIA Corporation 1.3.37.4


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11807","(1)","1","Information","
name                                   vendor             version  
----                                   ------             -------  
NVIDIA PhysX System Software 9.17.0524 NVIDIA Corporation 9.17.0524


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11806","(1)","1","Information","
name                                      vendor             version
----                                      ------             -------
NVIDIA 3D Vision Controller Driver 390.41 NVIDIA Corporation 390.41 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11805","(1)","1","Information","
name                                 vendor             version   
----                                 ------             -------   
NVIDIA GeForce Experience 3.14.0.139 NVIDIA Corporation 3.14.0.139


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11804","(1)","1","Information","
name                          vendor             version
----                          ------             -------
NVIDIA Graphics Driver 398.36 NVIDIA Corporation 398.36 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11803","(1)","1","Information","
name                           vendor             version
----                           ------             -------
NVIDIA 3D Vision Driver 398.36 NVIDIA Corporation 398.36 


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
"9","Area51","System.Byte[]","11802","(1)","1","Information","
name                                             vendor                version    
----                                             ------                -------    
Microsoft AS OLE DB Provider for SQL Server 2016 Microsoft Corporation 13.0.1601.5


","daily collection","System.String[]","9","7/21/2018 11:51:55 AM","7/21/2018 11:51:55 AM",,,
